3,,1.5,,10,
Deg,C_p,Deg,C_p,Deg,C_p
1.908017054,0.005671999,30.47116113,0.921715462,31.78246157,0.58866594
2.901380149,0.012162551,30.30218837,0.883254865,31.52444907,0.579112515
3.877460427,0.01972774,29.96789882,0.839493097,30.97409108,0.562511436
5.903172662,0.037333026,29.45356886,0.795426268,30.53208306,0.546592491
7.878897674,0.061014203,28.96489723,0.763118718,30.01861724,0.531407115
8.931088816,0.074975775,28.49723088,0.735440494,29.52173628,0.51407761
9.928872323,0.088239782,27.95903733,0.70992183,29.02578592,0.498174096
10.94603253,0.103637632,27.49299955,0.684739089,28.54897961,0.484047926
11.9449793,0.118684128,26.97441535,0.661710765,28.01683506,0.467798201
12.94555465,0.136226107,26.28795519,0.629459796,27.61381308,0.456503438
13.94612999,0.153768086,25.95406448,0.613866486,27.19141441,0.443074832
14.9474033,0.172379559,25.50949727,0.594026066,26.8063732,0.431774925
15.95053783,0.193843012,24.99207634,0.572780231,26.47573964,0.421172582
16.93476098,0.213885618,24.40133639,0.549415984,26.03605815,0.408818613
17.95657425,0.236413421,23.97661118,0.532422402,25.52329029,0.39470273
18.96063939,0.259302865,23.51452851,0.513300121,25.19312202,0.384813382
19.94718907,0.282910448,22.9989688,0.494906267,24.71678102,0.371400208
20.9533481,0.309008371,22.519138,0.476145627,24.16735365,0.35622512
21.97725524,0.334744653,21.98559753,0.457756917,23.49019962,0.338234056
22.98434488,0.362268566,21.24915014,0.431581838,22.97812972,0.325187667
23.99120187,0.389435982,20.49355871,0.403629415,22.5207001,0.313195339
24.98077604,0.417678034,19.46476585,0.370406683,21.97197069,0.299089744
25.9892616,0.447340934,18.85767369,0.349543064,21.51430842,0.286740918
26.99891042,0.478786321,18.23353138,0.330110579,20.96650962,0.274061314
27.5488031,0.494674405,17.57319485,0.310331883,20.49156454,0.262787125
28.54000585,0.525411941,16.858916,0.290568619,19.96174652,0.250102377
29.49547969,0.556516262,15.94266086,0.264444978,19.45083988,0.238838476
30.5240399,0.589382496,14.95494791,0.239054906,18.95791403,0.227569431
31.49865779,0.622264162,13.91305999,0.213323769,18.44724004,0.216662027
49.11794493,1.390631318,12.94518905,0.190780535,17.97276027,0.206100833
48.59019771,1.33766605,12.06861791,0.170350569,17.42519412,0.193777727
47.71840335,1.284878034,11.39355776,0.155567984,16.93366418,0.184647667
46.95713702,1.245771697,10.69981887,0.13972105,16.44143628,0.174448115
45.97914624,1.19904904,9.916176101,0.123899835,15.96718916,0.16424342
44.9364583,1.151501052,8.93218561,0.104213726,15.45767845,0.155118504
43.93734123,1.106506608,7.912931527,0.085607397,14.92925634,0.144572742
42.91672123,1.061523242,6.93056961,0.068416772,14.4377264,0.135442683
41.96155171,1.020799475,5.931855489,0.053726774,13.92844834,0.126674265
40.96412963,0.983532133,4.897179817,0.039047063,13.43761636,0.118613699
39.94445128,0.942841602,3.900326923,0.027209047,12.92880361,0.110558276
39.40216935,0.921654386,2.922618071,0.017148374,12.43843694,0.103210705
38.51263866,0.886048787,1.928324363,0.009231831,11.94760496,0.095150139
37.45033107,0.847097545,,,11.43949016,0.08816421
36.47460027,0.810677692,,,10.96710427,0.080811495
35.69390262,0.781026669,,,10.42326057,0.074192351
34.93527292,0.753940268,,,9.933126555,0.067201277
33.93803917,0.717531493,,,8.936506314,0.055719758
32.94099374,0.681981284,,,7.904389828,0.044961522
31.94375999,0.645572509,,,6.890254117,0.034198141
30.96878251,0.612586923,,,5.931689308,0.025914814
30.10207308,0.582980213,,,5.010249318,0.019403687
,,,,3.385465182,0.009884685
,,,,2.448138295,0.006587181
,,,,56.55978118,1.591159309
,,,,55.98808642,1.533923363
,,,,54.96539477,1.479495761
,,,,53.9219535,1.428513505
,,,,52.96659565,1.386931172
,,,,51.9893582,1.343642783
,,,,50.94780024,1.301246196
,,,,49.9494365,1.259686019
,,,,48.9731407,1.220690465
,,,,47.97534196,1.181705989
,,,,46.97754321,1.142721513
,,,,45.97974447,1.103737037
,,,,44.96044278,1.064763639
,,,,43.94132942,1.026648808
,,,,42.92240439,0.989392545
,,,,41.94686191,0.953831258
,,,,40.94906317,0.914846782
,,,,39.90863519,0.877601596
,,,,38.95497232,0.843746365
,,,,37.95755024,0.806479023
,,,,36.9391902,0.771798459
,,,,35.9204535,0.735400762
,,,,34.92397307,0.702426255
,,,,33.96993354,0.66685389
,,,,32.95138517,0.631314759
,,,,31.97659602,0.59918774
,,,,30.98011559,0.566213233
